ticket_id,customerID,issue_type,priority,channel,status,created_days_ago,resolution_hours,resolution
TKT-000568,8623-ULFNQ,Equipment,Medium,Chat,Open,75,64.09,Pending
TKT-000569,8380-PEFPE,Internet Connectivity,Medium,Web,Resolved,58,37.73,Account information updated
TKT-000570,8380-PEFPE,Internet Connectivity,Medium,Email,In Progress,87,71.24,Pending
TKT-000571,8401-EMUWF,Billing,Low,Chat,Open,304,48.39,Pending
TKT-000572,3506-OVLKD,Service Change,Medium,Chat,Closed,241,58.72,Account information updated
TKT-000573,3506-OVLKD,Technical Support,Low,Chat,Open,39,21.18,Pending
TKT-000574,2178-PMGCJ,Equipment,Low,Email,Resolved,71,25.81,Escalated to specialist
TKT-000575,2178-PMGCJ,Internet Connectivity,Medium,Phone,In Progress,4,17.83,Pending
TKT-000576,7492-TAFJD,Account Access,Low,Web,Closed,6,13.68,Billing adjustment applied
TKT-000577,6910-HADCM,Internet Connectivity,Medium,Phone,Open,165,48.29,Pending
TKT-000578,6910-HADCM,Equipment,High,Phone,Resolved,320,5.97,Service configuration updated
TKT-000579,1927-QEWMY,Technical Support,Low,Chat,In Progress,292,95.0,Pending
TKT-000580,0794-YVSGE,Technical Support,Low,Web,Closed,105,47.41,Billing adjustment applied
TKT-000581,3030-YDNRM,Account Access,High,Web,Resolved,206,13.29,Payment method updated
TKT-000582,3030-YDNRM,Technical Support,High,Chat,Open,159,25.84,Pending
TKT-000583,3030-YDNRM,Account Access,High,Email,Resolved,324,27.43,Service configuration updated
TKT-000584,3030-YDNRM,Service Change,Medium,Web,In Progress,185,31.47,Pending
TKT-000585,8080-DDEMJ,Account Access,Low,Web,Closed,245,20.8,Replacement equipment requested
TKT-000586,8058-DMYRU,Billing,Medium,Email,Resolved,202,44.08,Billing adjustment applied
TKT-000587,1265-HVPZB,Account Access,Low,Phone,Resolved,60,24.95,Issue resolved remotely
TKT-000588,7369-TRPFD,Technical Support,Low,Phone,Closed,298,89.49,Payment method updated
TKT-000589,7369-TRPFD,Equipment,Low,Email,Resolved,83,118.58,Issue resolved remotely
TKT-000590,7369-TRPFD,Equipment,Medium,Phone,In Progress,307,41.02,Pending
TKT-000591,2485-ITVKB,Streaming,High,Web,Resolved,318,10.15,Customer provided troubleshooting steps
TKT-000592,2485-ITVKB,Billing,High,Web,Closed,39,25.39,Billing adjustment applied
TKT-000593,5296-BFCYD,Equipment,Low,Web,Closed,11,105.47,Payment method updated
TKT-000594,5296-BFCYD,Technical Support,Low,Web,Resolved,336,83.33,Service configuration updated
TKT-000595,7054-LGEQW,Internet Connectivity,Medium,Email,Resolved,24,43.84,Customer provided troubleshooting steps
TKT-000596,0923-PNFUB,Equipment,Medium,Web,Closed,288,40.65,Service configuration updated
TKT-000597,0923-PNFUB,Billing,High,Phone,In Progress,106,19.93,Pending
TKT-000598,9637-CDTKZ,Billing,Low,Chat,In Progress,303,107.23,Pending
TKT-000599,0463-WZZKO,Billing,Medium,Web,In Progress,122,68.44,Pending
TKT-000600,4524-QCSSM,Billing,Low,Email,Closed,244,54.76,Issue resolved remotely
TKT-000601,4524-QCSSM,Internet Connectivity,Low,Phone,Closed,340,21.76,Billing adjustment applied
TKT-000602,8840-DQLGN,Internet Connectivity,Low,Email,In Progress,209,68.36,Pending
TKT-000603,4547-LYTDD,Billing,Medium,Phone,Open,251,49.72,Pending
TKT-000604,4547-LYTDD,Billing,Medium,Phone,Resolved,4,12.6,Billing adjustment applied
TKT-000605,6770-XUAGN,Technical Support,Medium,Email,Closed,198,13.16,Payment method updated
TKT-000606,3466-WAESX,Internet Connectivity,Low,Web,Open,262,31.48,Pending
TKT-000607,3750-YHRYO,Technical Support,Medium,Web,In Progress,207,39.7,Pending
TKT-000608,3750-YHRYO,Internet Connectivity,Low,Phone,Resolved,363,112.41,Customer provided troubleshooting steps
TKT-000609,6651-AZVTJ,Account Access,High,Web,In Progress,351,27.08,Pending
TKT-000610,6651-AZVTJ,Internet Connectivity,Medium,Email,Resolved,267,68.6,Account information updated
TKT-000611,0019-EFAEP,Service Change,Low,Web,Closed,66,81.16,Billing adjustment applied
TKT-000612,0019-EFAEP,Technical Support,Low,Phone,Resolved,299,52.91,Account information updated
TKT-000613,4703-MQYKT,Technical Support,Medium,Email,In Progress,274,24.63,Pending
TKT-000614,4703-MQYKT,Internet Connectivity,Low,Chat,Resolved,161,84.26,Escalated to specialist
TKT-000615,5419-KLXBN,Technical Support,Medium,Phone,Closed,114,33.29,Escalated to specialist
TKT-000616,3365-SAIGS,Streaming,High,Web,In Progress,76,29.25,Pending
TKT-000617,3365-SAIGS,Internet Connectivity,High,Phone,Closed,281,24.71,Payment method updated
TKT-000618,3365-SAIGS,Technical Support,Medium,Web,Open,160,44.73,Pending
TKT-000619,3858-VOBET,Technical Support,Medium,Chat,In Progress,39,42.57,Pending
TKT-000620,3858-VOBET,Equipment,High,Phone,Resolved,245,7.23,Customer provided troubleshooting steps
TKT-000621,9139-WQQDY,Equipment,Low,Phone,In Progress,79,79.15,Pending
TKT-000622,9139-WQQDY,Service Change,Medium,Chat,In Progress,160,27.57,Pending
TKT-000623,1492-QGCLU,Billing,Low,Email,Closed,179,46.74,Service configuration updated
TKT-000624,1492-QGCLU,Equipment,Medium,Chat,Resolved,116,45.73,Billing adjustment applied
TKT-000625,1492-QGCLU,Equipment,Low,Email,Resolved,200,107.8,Account information updated
TKT-000626,6845-RGTYS,Streaming,Low,Web,Resolved,204,110.13,Account information updated
TKT-000627,5155-AZQPB,Account Access,Low,Web,Resolved,126,66.33,Issue resolved remotely
TKT-000628,5155-AZQPB,Equipment,Low,Web,Closed,1,15.62,Service configuration updated
TKT-000629,0181-RITDD,Technical Support,Low,Chat,Open,287,56.89,Pending
TKT-000630,9720-JJJOR,Technical Support,Low,Web,Resolved,20,110.03,Issue resolved remotely
TKT-000631,8775-ERLNB,Technical Support,Medium,Phone,Resolved,192,33.37,Account information updated
TKT-000632,8775-ERLNB,Account Access,Medium,Web,Open,146,37.41,Pending
TKT-000633,6557-BZXLQ,Service Change,High,Chat,In Progress,47,23.58,Pending
TKT-000634,6557-BZXLQ,Streaming,High,Chat,Closed,282,26.38,Customer provided troubleshooting steps
TKT-000635,6557-BZXLQ,Technical Support,High,Phone,Closed,333,6.23,Customer provided troubleshooting steps
TKT-000636,6557-BZXLQ,Technical Support,Medium,Web,Closed,221,25.91,Account information updated
TKT-000637,7061-OVMIM,Billing,Medium,Phone,In Progress,249,59.6,Pending
TKT-000638,5804-HYIEZ,Account Access,Medium,Phone,Closed,248,36.72,Issue resolved remotely
TKT-000639,9919-FZDED,Service Change,Low,Phone,Resolved,204,32.04,Service configuration updated
TKT-000640,5934-TSSAU,Billing,Medium,Phone,Closed,112,29.41,Issue resolved remotely
TKT-000641,5934-TSSAU,Internet Connectivity,Low,Chat,Closed,324,72.12,Customer provided troubleshooting steps
TKT-000642,2955-BJZHG,Streaming,Low,Chat,Closed,258,30.56,Issue resolved remotely
TKT-000643,6784-XYJAE,Equipment,Low,Chat,Resolved,358,63.44,Account information updated
TKT-000644,2190-BCXEC,Service Change,Low,Phone,Closed,356,98.42,Customer provided troubleshooting steps
TKT-000645,2911-WDXMV,Internet Connectivity,Low,Chat,Resolved,247,15.29,Issue resolved remotely
TKT-000646,9779-DPNEJ,Streaming,Medium,Email,Closed,159,60.28,Billing adjustment applied
TKT-000647,9779-DPNEJ,Service Change,High,Chat,Resolved,203,28.22,Account information updated
TKT-000648,1379-FRVEB,Technical Support,High,Phone,Closed,320,16.95,Issue resolved remotely
TKT-000649,1379-FRVEB,Equipment,Medium,Phone,Closed,356,47.39,Billing adjustment applied
TKT-000650,1379-FRVEB,Billing,High,Email,In Progress,364,35.82,Pending
TKT-000651,1379-FRVEB,Account Access,Medium,Phone,Open,278,59.81,Pending
TKT-000652,6288-CHQJB,Technical Support,Low,Chat,Resolved,299,89.1,Payment method updated
TKT-000653,8160-HOWOX,Internet Connectivity,Medium,Web,In Progress,66,68.16,Pending
TKT-000654,8160-HOWOX,Account Access,High,Phone,Closed,286,4.1,Account information updated
TKT-000655,8160-HOWOX,Account Access,High,Email,Closed,275,30.38,Payment method updated
TKT-000656,8160-HOWOX,Technical Support,High,Phone,Open,325,5.88,Pending
TKT-000657,4223-BKEOR,Equipment,Medium,Email,Open,118,38.34,Pending
TKT-000658,4223-BKEOR,Equipment,Low,Phone,Open,290,99.65,Pending
TKT-000659,4079-VTGLK,Billing,Low,Chat,In Progress,125,94.73,Pending
TKT-000660,5628-FCGYG,Technical Support,High,Phone,In Progress,253,5.66,Pending
TKT-000661,5628-FCGYG,Equipment,High,Phone,Closed,255,27.73,Payment method updated
TKT-000662,5628-FCGYG,Internet Connectivity,High,Email,Resolved,363,7.78,Replacement equipment requested
TKT-000663,4335-UPJSI,Account Access,Low,Phone,Resolved,321,67.3,Issue resolved remotely
TKT-000664,0524-IAVZO,Account Access,Medium,Phone,Closed,265,9.68,Escalated to specialist
TKT-000665,0524-IAVZO,Technical Support,Medium,Web,In Progress,39,66.58,Pending
TKT-000666,2737-YNGYW,Billing,High,Phone,Resolved,45,20.61,Account information updated
TKT-000667,2737-YNGYW,Service Change,Medium,Phone,Resolved,161,18.05,Account information updated
TKT-000668,5159-YFPKQ,Payment Issue,High,Phone,Open,282,23.06,Pending
TKT-000669,5159-YFPKQ,Equipment,Medium,Phone,Closed,180,11.35,Billing adjustment applied
TKT-000670,5159-YFPKQ,Payment Issue,Medium,Chat,In Progress,348,8.89,Pending
TKT-000671,8699-ASUFO,Technical Support,Medium,Chat,In Progress,88,45.9,Pending
TKT-000672,8699-ASUFO,Technical Support,Medium,Phone,In Progress,105,27.72,Pending
TKT-000673,1895-QTKDO,Payment Issue,Low,Web,Resolved,293,37.52,Account information updated
TKT-000674,1895-QTKDO,Internet Connectivity,Low,Phone,Open,56,110.49,Pending
TKT-000675,1895-QTKDO,Billing,Medium,Web,Resolved,104,9.3,Service configuration updated
TKT-000676,7311-MQJCH,Streaming,Low,Web,Resolved,86,28.09,Billing adjustment applied
TKT-000677,7311-MQJCH,Account Access,Low,Web,Closed,238,47.33,Payment method updated
TKT-000678,7375-WMVMT,Internet Connectivity,Low,Chat,In Progress,364,37.43,Pending
TKT-000679,7375-WMVMT,Streaming,Low,Phone,Resolved,342,82.69,Payment method updated
TKT-000680,7375-WMVMT,Technical Support,Low,Email,Closed,164,80.68,Payment method updated
TKT-000681,1136-XGEQU,Internet Connectivity,Medium,Chat,In Progress,65,26.46,Pending
TKT-000682,1136-XGEQU,Technical Support,Low,Email,Closed,272,41.31,Issue resolved remotely
TKT-000683,2514-GINMM,Technical Support,High,Chat,Closed,163,18.56,Issue resolved remotely
TKT-000684,2514-GINMM,Account Access,High,Web,In Progress,290,10.01,Pending
TKT-000685,2514-GINMM,Payment Issue,High,Web,Resolved,313,7.9,Escalated to specialist
TKT-000686,8532-UEFWH,Internet Connectivity,Low,Chat,In Progress,357,21.16,Pending
TKT-000687,2659-VXMWZ,Payment Issue,Medium,Web,Closed,18,51.61,Replacement equipment requested
TKT-000688,3207-OYBWH,Technical Support,Medium,Chat,Resolved,313,40.2,Payment method updated
TKT-000689,7036-TYDEC,Service Change,Medium,Web,In Progress,336,9.9,Pending
TKT-000690,0839-JTCUD,Technical Support,Low,Email,In Progress,75,90.38,Pending
TKT-000691,0839-JTCUD,Internet Connectivity,Low,Phone,Closed,173,39.04,Replacement equipment requested
TKT-000692,0839-JTCUD,Payment Issue,Medium,Phone,Closed,134,71.37,Replacement equipment requested
TKT-000693,1302-UHBDD,Internet Connectivity,High,Chat,In Progress,358,5.19,Pending
TKT-000694,1302-UHBDD,Technical Support,High,Email,Resolved,301,15.65,Customer provided troubleshooting steps
TKT-000695,8619-IJNDK,Internet Connectivity,Medium,Web,Open,215,51.39,Pending
TKT-000696,8619-IJNDK,Payment Issue,Medium,Chat,Closed,198,40.37,Account information updated
TKT-000697,8378-LKJAF,Service Change,Medium,Web,In Progress,354,20.97,Pending
TKT-000698,8378-LKJAF,Internet Connectivity,Medium,Phone,Resolved,334,33.43,Billing adjustment applied
TKT-000699,8378-LKJAF,Account Access,Medium,Chat,Closed,133,28.6,Replacement equipment requested
TKT-000700,0788-DXBFY,Internet Connectivity,Low,Email,Closed,157,84.92,Billing adjustment applied
TKT-000701,0788-DXBFY,Technical Support,Low,Phone,In Progress,174,60.23,Pending
TKT-000702,2482-CZGBB,Internet Connectivity,High,Email,Resolved,185,23.93,Issue resolved remotely
TKT-000703,2482-CZGBB,Payment Issue,Medium,Phone,In Progress,134,36.62,Pending
TKT-000704,4500-HKANN,Internet Connectivity,Low,Phone,Open,25,30.99,Pending
TKT-000705,9917-KWRBE,Internet Connectivity,Low,Phone,Resolved,128,119.44,Billing adjustment applied
TKT-000706,2212-LYASK,Internet Connectivity,Low,Chat,Resolved,201,25.63,Account information updated
TKT-000707,2212-LYASK,Billing,Low,Email,Closed,41,74.02,Issue resolved remotely
TKT-000708,2212-LYASK,Internet Connectivity,Low,Web,Closed,60,74.56,Issue resolved remotely
TKT-000709,0866-QLSIR,Payment Issue,Low,Phone,Closed,250,45.1,Customer provided troubleshooting steps
TKT-000710,7181-BQYBV,Internet Connectivity,High,Phone,In Progress,149,6.48,Pending
TKT-000711,7181-BQYBV,Equipment,High,Chat,Open,124,35.9,Pending
TKT-000712,7322-OCWHC,Internet Connectivity,Low,Chat,Closed,2,38.41,Payment method updated
TKT-000713,9537-VHDTA,Equipment,Low,Web,Resolved,62,68.69,Payment method updated
TKT-000714,9537-VHDTA,Payment Issue,Medium,Phone,Resolved,320,16.57,Billing adjustment applied
TKT-000715,9030-QGZNL,Billing,Low,Phone,In Progress,172,38.56,Pending
TKT-000716,7205-BAIAD,Equipment,Low,Phone,In Progress,154,66.71,Pending
TKT-000717,7180-PISOG,Technical Support,High,Chat,In Progress,282,14.77,Pending
TKT-000718,7180-PISOG,Payment Issue,Medium,Web,Resolved,59,66.63,Billing adjustment applied
TKT-000719,0015-UOCOJ,Internet Connectivity,Medium,Chat,Closed,68,16.4,Issue resolved remotely
TKT-000720,5334-AFQJB,Internet Connectivity,Low,Phone,Closed,201,15.93,Issue resolved remotely
TKT-000721,2754-SDJRD,Account Access,High,Phone,Open,91,15.65,Pending
TKT-000722,2754-SDJRD,Technical Support,High,Web,Resolved,231,6.09,Escalated to specialist
TKT-000723,1587-FKLZB,Technical Support,Medium,Web,Closed,59,25.44,Payment method updated
TKT-000724,1587-FKLZB,Service Change,Medium,Chat,In Progress,17,33.43,Pending
TKT-000725,1587-FKLZB,Billing,Low,Phone,Open,178,20.85,Pending
TKT-000726,1465-LNTLJ,Service Change,Low,Email,Closed,80,116.43,Service configuration updated
TKT-000727,7470-MCQTK,Internet Connectivity,High,Chat,In Progress,166,4.54,Pending
TKT-000728,7470-MCQTK,Internet Connectivity,High,Phone,Resolved,364,19.33,Customer provided troubleshooting steps
TKT-000729,7470-MCQTK,Equipment,High,Phone,Resolved,158,18.8,Issue resolved remotely
TKT-000730,7401-JIXNM,Payment Issue,Low,Web,Resolved,148,67.89,Service configuration updated
TKT-000731,7401-JIXNM,Service Change,Low,Web,Closed,11,37.53,Issue resolved remotely
TKT-000732,9339-FIIJL,Technical Support,Low,Phone,Closed,173,88.04,Replacement equipment requested
TKT-000733,2027-FECZV,Technical Support,Medium,Chat,Resolved,286,45.99,Escalated to specialist
TKT-000734,2027-FECZV,Internet Connectivity,High,Phone,Closed,247,6.36,Account information updated
TKT-000735,4706-DGAHW,Billing,Low,Web,Closed,236,58.34,Billing adjustment applied
TKT-000736,4947-DSMXK,Internet Connectivity,Medium,Phone,Resolved,273,20.91,Account information updated
TKT-000737,4947-DSMXK,Payment Issue,High,Phone,In Progress,48,18.82,Pending
TKT-000738,3324-OIRTO,Billing,Low,Email,Resolved,104,95.72,Billing adjustment applied
TKT-000739,7928-VJYAB,Billing,Medium,Web,In Progress,335,35.74,Pending
TKT-000740,7928-VJYAB,Internet Connectivity,High,Web,Resolved,107,11.1,Service configuration updated
TKT-000741,7928-VJYAB,Service Change,Medium,Phone,Resolved,338,46.57,Service configuration updated
TKT-000742,2972-YDYUW,Equipment,Medium,Chat,Open,307,71.98,Pending
TKT-000743,4981-FLTMF,Internet Connectivity,Low,Chat,In Progress,74,35.85,Pending
TKT-000744,4277-BWBML,Equipment,Medium,Phone,Resolved,325,64.22,Customer provided troubleshooting steps
TKT-000745,4304-TSPVK,Account Access,Medium,Chat,In Progress,166,15.72,Pending
TKT-000746,4304-TSPVK,Technical Support,Low,Phone,Closed,24,92.87,Account information updated
TKT-000747,8739-XNIKG,Streaming,High,Phone,Resolved,266,32.15,Billing adjustment applied
TKT-000748,8739-XNIKG,Technical Support,High,Web,In Progress,117,13.17,Pending
TKT-000749,8739-XNIKG,Payment Issue,Urgent,Phone,Closed,177,2.69,Replacement equipment requested
TKT-000750,8739-XNIKG,Technical Support,Urgent,Phone,Resolved,146,1.59,Account information updated
TKT-000751,9755-JHNMN,Streaming,Low,Web,Closed,173,82.8,Account information updated
TKT-000752,5103-MHMHY,Internet Connectivity,Medium,Email,In Progress,228,23.15,Pending
TKT-000753,5103-MHMHY,Equipment,Low,Chat,Resolved,82,29.18,Customer provided troubleshooting steps
TKT-000754,0235-KGSLC,Internet Connectivity,Medium,Web,Open,8,9.99,Pending
TKT-000755,0235-KGSLC,Account Access,High,Phone,Open,251,22.63,Pending
TKT-000756,5498-IBWPI,Technical Support,Low,Email,Closed,39,36.18,Escalated to specialist
TKT-000757,9308-ANMVE,Billing,Low,Chat,Resolved,202,111.29,Customer provided troubleshooting steps
TKT-000758,7649-PHJVR,Billing,Medium,Web,Closed,241,22.31,Service configuration updated
TKT-000759,3787-TRIAL,Technical Support,Low,Phone,Resolved,190,94.82,Replacement equipment requested
TKT-000760,3722-WPXTK,Billing,High,Chat,Closed,307,16.89,Replacement equipment requested
TKT-000761,3722-WPXTK,Internet Connectivity,High,Chat,In Progress,275,13.32,Pending
TKT-000762,3722-WPXTK,Technical Support,High,Web,Resolved,217,30.88,Escalated to specialist
TKT-000763,3893-JRNFS,Account Access,Low,Web,Resolved,157,75.94,Billing adjustment applied
TKT-000764,3893-JRNFS,Billing,Low,Phone,Closed,285,78.42,Service configuration updated
TKT-000765,1133-KXCGE,Equipment,Low,Chat,Closed,47,28.28,Customer provided troubleshooting steps
TKT-000766,5236-PERKL,Technical Support,Low,Phone,Closed,295,29.18,Account information updated
TKT-000767,9481-SFCQY,Internet Connectivity,Low,Phone,Resolved,197,41.67,Account information updated
TKT-000768,9481-SFCQY,Technical Support,Medium,Phone,Resolved,204,18.32,Customer provided troubleshooting steps
TKT-000769,9481-SFCQY,Internet Connectivity,Low,Web,Closed,358,50.61,Service configuration updated
TKT-000770,2171-UDMFD,Technical Support,Low,Web,Resolved,343,118.31,Service configuration updated
TKT-000771,1475-VWVDO,Technical Support,Medium,Chat,Resolved,307,45.21,Customer provided troubleshooting steps
TKT-000772,1475-VWVDO,Technical Support,Medium,Web,Closed,189,34.64,Account information updated
TKT-000773,9221-OTIVJ,Internet Connectivity,High,Phone,Closed,165,35.83,Billing adjustment applied
TKT-000774,9221-OTIVJ,Technical Support,Urgent,Chat,Resolved,355,7.2,Account information updated
TKT-000775,9221-OTIVJ,Internet Connectivity,High,Chat,Resolved,80,9.27,Payment method updated
TKT-000776,9221-OTIVJ,Internet Connectivity,High,Phone,Closed,154,28.11,Service configuration updated
TKT-000777,9221-OTIVJ,Streaming,High,Chat,Closed,296,5.72,Account information updated
TKT-000778,3325-FUYCG,Account Access,Low,Web,Resolved,291,16.52,Service configuration updated
TKT-000779,5198-EFNBM,Internet Connectivity,Medium,Phone,Closed,339,22.05,Customer provided troubleshooting steps
TKT-000780,2230-XTUWL,Equipment,Low,Phone,Open,312,103.02,Pending
TKT-000781,2609-IAICY,Technical Support,Medium,Phone,Closed,118,65.34,Account information updated
TKT-000782,2609-IAICY,Technical Support,High,Chat,In Progress,54,19.17,Pending
TKT-000783,7717-BICXI,Billing,Low,Web,Resolved,113,44.59,Payment method updated
TKT-000784,6559-RAKOZ,Streaming,Low,Chat,Resolved,113,51.57,Replacement equipment requested
TKT-000785,6559-RAKOZ,Payment Issue,Low,Chat,Resolved,306,102.42,Replacement equipment requested
TKT-000786,6559-RAKOZ,Billing,Low,Phone,Open,220,66.45,Pending
TKT-000787,3200-MNQTF,Service Change,Low,Chat,Open,125,105.55,Pending
TKT-000788,6164-HXUGH,Technical Support,Medium,Chat,Resolved,76,15.83,Replacement equipment requested
TKT-000789,1088-AUUZZ,Equipment,Medium,Phone,Resolved,273,42.74,Account information updated
TKT-000790,1088-AUUZZ,Internet Connectivity,Low,Web,In Progress,135,14.13,Pending
TKT-000791,1174-FGIFN,Streaming,Low,Web,Open,317,115.97,Pending
TKT-000792,4701-MLJPN,Technical Support,Low,Phone,Resolved,123,25.25,Billing adjustment applied
TKT-000793,4701-MLJPN,Billing,Low,Phone,Open,157,59.77,Pending
TKT-000794,4701-MLJPN,Billing,Low,Phone,In Progress,355,110.87,Pending
TKT-000795,7641-TQFHN,Technical Support,Low,Phone,Resolved,145,59.26,Issue resolved remotely
TKT-000796,8622-ZLFKO,Billing,Medium,Phone,Resolved,360,49.8,Payment method updated
TKT-000797,8622-ZLFKO,Technical Support,Medium,Chat,Open,34,11.98,Pending
TKT-000798,6061-GWWAV,Payment Issue,Medium,Chat,Closed,129,35.3,Payment method updated
TKT-000799,9067-SQTNS,Service Change,Low,Email,In Progress,304,17.37,Pending
TKT-000800,1776-SPBWV,Equipment,Medium,Email,Resolved,240,60.81,Escalated to specialist
TKT-000801,8735-SDUFN,Technical Support,Medium,Chat,Resolved,271,54.81,Customer provided troubleshooting steps
TKT-000802,8735-SDUFN,Streaming,Low,Web,Closed,346,24.13,Customer provided troubleshooting steps
TKT-000803,9405-GPBBG,Account Access,Low,Phone,Resolved,231,105.17,Payment method updated
TKT-000804,9405-GPBBG,Service Change,Medium,Email,Resolved,235,24.79,Customer provided troubleshooting steps
TKT-000805,1926-QUZNN,Account Access,Low,Phone,Closed,60,80.28,Issue resolved remotely
TKT-000806,3707-GNWHM,Internet Connectivity,Medium,Web,In Progress,363,30.21,Pending
TKT-000807,3707-GNWHM,Account Access,Medium,Phone,Resolved,29,34.04,Escalated to specialist
TKT-000808,3707-GNWHM,Internet Connectivity,Medium,Email,Resolved,128,17.3,Issue resolved remotely
TKT-000809,3707-GNWHM,Internet Connectivity,High,Web,Closed,54,28.51,Billing adjustment applied
TKT-000810,8245-UMPYT,Internet Connectivity,High,Chat,Resolved,121,25.31,Replacement equipment requested
TKT-000811,8245-UMPYT,Equipment,High,Phone,Resolved,224,22.64,Account information updated
TKT-000812,8245-UMPYT,Internet Connectivity,High,Chat,Closed,47,10.52,Replacement equipment requested
TKT-000813,8245-UMPYT,Streaming,Urgent,Chat,Resolved,284,11.21,Escalated to specialist
TKT-000814,5186-SAMNZ,Technical Support,Medium,Chat,Closed,12,17.1,Issue resolved remotely
TKT-000815,5186-SAMNZ,Equipment,High,Web,Closed,142,30.5,Account information updated
TKT-000816,4927-WWOOZ,Billing,Urgent,Web,Open,25,8.5,Pending
TKT-000817,4927-WWOOZ,Internet Connectivity,Urgent,Chat,In Progress,74,8.66,Pending
TKT-000818,4927-WWOOZ,Payment Issue,High,Chat,In Progress,241,10.1,Pending
TKT-000819,5373-SFODM,Streaming,High,Email,Resolved,3,17.88,Payment method updated
TKT-000820,5373-SFODM,Technical Support,Medium,Chat,Resolved,35,51.64,Issue resolved remotely
TKT-000821,0661-KBKPA,Technical Support,Low,Chat,Resolved,185,29.65,Billing adjustment applied
TKT-000822,5766-ZJYBB,Payment Issue,Low,Phone,Closed,217,90.55,Customer provided troubleshooting steps
TKT-000823,0952-KMEEH,Billing,High,Web,In Progress,358,19.66,Pending
TKT-000824,0952-KMEEH,Payment Issue,Medium,Chat,Closed,337,60.31,Escalated to specialist
TKT-000825,8129-GMVGI,Account Access,Low,Chat,Resolved,116,91.02,Payment method updated
TKT-000826,8129-GMVGI,Billing,Medium,Email,In Progress,277,16.27,Pending
TKT-000827,8129-GMVGI,Payment Issue,Medium,Email,Closed,174,60.91,Billing adjustment applied
TKT-000828,5380-XPJNZ,Technical Support,Low,Web,Open,187,30.85,Pending
TKT-000829,7996-BPXHY,Technical Support,Low,Phone,Resolved,49,86.01,Issue resolved remotely
TKT-000830,7996-BPXHY,Billing,Low,Phone,Closed,117,97.98,Account information updated
TKT-000831,7996-BPXHY,Billing,Low,Chat,Open,235,114.0,Pending
TKT-000832,2266-FUBDZ,Service Change,Low,Web,In Progress,192,119.88,Pending
TKT-000833,1074-AMIOH,Billing,Low,Email,Resolved,95,107.1,Escalated to specialist
TKT-000834,7748-UMTRK,Technical Support,High,Chat,Resolved,323,14.35,Customer provided troubleshooting steps
TKT-000835,7748-UMTRK,Equipment,Medium,Phone,Closed,83,24.31,Issue resolved remotely
TKT-000836,4526-ZJJTM,Technical Support,Low,Email,Resolved,193,30.2,Billing adjustment applied
TKT-000837,0962-CQPWQ,Payment Issue,Low,Web,Open,32,47.33,Pending
TKT-000838,0164-APGRB,Streaming,Low,Phone,In Progress,226,59.92,Pending
TKT-000839,6481-ESCNL,Technical Support,Medium,Email,In Progress,339,20.68,Pending
TKT-000840,4323-SADQS,Payment Issue,Low,Web,Closed,305,102.68,Billing adjustment applied
TKT-000841,4323-SADQS,Payment Issue,Low,Web,Resolved,271,115.88,Issue resolved remotely
TKT-000842,4323-SADQS,Technical Support,Medium,Web,Resolved,211,70.18,Billing adjustment applied
TKT-000843,4213-HKBJO,Service Change,Low,Phone,In Progress,121,31.02,Pending
TKT-000844,6861-XWTWQ,Equipment,High,Chat,Resolved,107,33.74,Customer provided troubleshooting steps
TKT-000845,6861-XWTWQ,Technical Support,High,Email,In Progress,276,25.19,Pending
TKT-000846,6861-XWTWQ,Billing,High,Phone,Closed,296,20.04,Issue resolved remotely
TKT-000847,6861-XWTWQ,Equipment,High,Email,In Progress,218,31.22,Pending
TKT-000848,5893-PYOLZ,Service Change,Low,Chat,Resolved,269,114.66,Replacement equipment requested
TKT-000849,5893-PYOLZ,Account Access,Low,Chat,Resolved,150,97.44,Payment method updated
TKT-000850,3027-YNWZU,Billing,Low,Email,Resolved,13,74.04,Payment method updated
TKT-000851,5609-IMCGG,Technical Support,Low,Email,Closed,194,72.11,Service configuration updated
TKT-000852,4873-ILOLJ,Account Access,Medium,Phone,Closed,165,26.36,Replacement equipment requested
TKT-000853,4873-ILOLJ,Service Change,High,Web,In Progress,31,23.38,Pending
TKT-000854,5140-FOMCQ,Technical Support,Low,Chat,Resolved,338,77.63,Issue resolved remotely
TKT-000855,6242-SGYTS,Payment Issue,Low,Web,Resolved,264,57.44,Customer provided troubleshooting steps
TKT-000856,6242-SGYTS,Billing,Low,Phone,Resolved,40,17.2,Replacement equipment requested
TKT-000857,8166-ORCHU,Technical Support,Medium,Web,Closed,98,22.56,Service configuration updated
TKT-000858,2150-OEGBV,Billing,Low,Email,In Progress,48,75.8,Pending
TKT-000859,1855-CFULU,Internet Connectivity,Low,Chat,Closed,58,92.65,Customer provided troubleshooting steps
TKT-000860,9674-EHPPG,Billing,Low,Phone,In Progress,362,39.77,Pending
TKT-000861,5440-VHLUL,Service Change,Medium,Email,Resolved,250,43.14,Billing adjustment applied
TKT-000862,5440-VHLUL,Technical Support,Medium,Web,In Progress,105,31.68,Pending
TKT-000863,4283-FUTGF,Internet Connectivity,Medium,Web,Resolved,303,12.47,Issue resolved remotely
TKT-000864,4283-FUTGF,Internet Connectivity,High,Web,Closed,32,21.1,Issue resolved remotely
TKT-000865,4283-FUTGF,Equipment,High,Phone,In Progress,213,31.33,Pending
